student_id,student_dept,company,company_dept,rank,phase,result,slot
S00726,臨床工学技士科,社会医療法人 畿内会岡波総合病院,臨床工学技士科,,assignment,OK,0.0
S00726,臨床工学技士科,社会医療法人 岡本病院(財団)京都岡本記念病院・くみやま岡本病院,臨床工学技士科,,assignment,OK,1.0
S00726,臨床工学技士科,医療法人 藤井会,臨床工学技士科,,assignment,OK,2.0
S00767,臨床工学技士科,シップヘルスケアホールディングス株式会社(シップヘルスケアグループ),臨床工学技士科,,assignment,OK,0.0
S00767,臨床工学技士科,社会医療法人 畿内会岡波総合病院,臨床工学技士科,,assignment,OK,1.0
S00767,臨床工学技士科,医療法人 徳洲会 八尾徳洲会総合病院,臨床工学技士科,,assignment,OK,2.0
S00790,臨床工学技士科,医療法人 信和会(明和病院・めいわリハビリテーション病院),臨床工学技士科,,assignment,OK,0.0
S00790,臨床工学技士科,シップヘルスケアホールディングス株式会社(シップヘルスケアグループ),臨床工学技士科,,assignment,OK,1.0
S00790,臨床工学技士科,医療法人 徳洲会 野崎徳州会病院,臨床工学技士科,,assignment,OK,2.0
S00805,臨床工学技士科,トータルヘルスケアサービスホロニクスグループ医療法人医誠会,臨床工学技士科,,assignment,OK,0.0
S00805,臨床工学技士科,医療法人 藤井会,臨床工学技士科,,assignment,OK,1.0
S00805,臨床工学技士科,社会医療法人 岡本病院(財団)京都岡本記念病院・くみやま岡本病院,臨床工学技士科,,assignment,OK,2.0
S00819,臨床工学技士科,医療法人 徳洲会 野崎徳州会病院,臨床工学技士科,,assignment,OK,0.0
S00819,臨床工学技士科,医療法人社団 石鎚会京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,臨床工学技士科,,assignment,OK,1.0
S00819,臨床工学技士科,医療法人 信和会(明和病院・めいわリハビリテーション病院),臨床工学技士科,,assignment,OK,2.0
S00853,臨床工学技士科,社会医療法人 寿楽会 大野記念病院,臨床工学技士科,,assignment,OK,0.0
S00853,臨床工学技士科,社会医療法人 弘道会守口生野記念病院・なにわ生野病院・萱島生野病院・寝屋川生野病院,臨床工学技士科,,assignment,OK,1.0
S00853,臨床工学技士科,社会医療法人 若弘会若草第一病院、わかくさ竜間リハビリテーション病院,臨床工学技士科,,assignment,OK,2.0
S00939,臨床工学技士科,医療法人 藤井会,臨床工学技士科,,assignment,OK,0.0
S00939,臨床工学技士科,医療法人 徳洲会 八尾徳洲会総合病院,臨床工学技士科,,assignment,OK,1.0
S00939,臨床工学技士科,トータルヘルスケアサービスホロニクスグループ医療法人医誠会,臨床工学技士科,,assignment,OK,2.0
S00002,専攻科,医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,専攻科,1.0,preference,OK,
S00002,専攻科,社会医療法人大阪国際メディカル&サイエンスセンター大阪けいさつ病院,専攻科,2.0,preference,OK,
S00002,専攻科,医療法人 青松会 河西田村病院 介護老人保健施設パインドーム,専攻科,3.0,preference,OK,
S00055,専攻科,社会医療法人明生会,専攻科,1.0,preference,OK,
S00055,専攻科,社会医療法人 祥和会脳神経センター大田記念病院,専攻科,2.0,preference,OK,
S00055,専攻科,社会医療法人ささき会藍の都脳神経外科病院,専攻科,3.0,preference,OK,
S00056,専攻科,医療法人 育和会育和会記念病院,専攻科,1.0,preference,OK,
S00056,専攻科,社会医療法人三車会貴志川リハビリテーション病院,専攻科,2.0,preference,OK,
S00056,専攻科,医療法人 尚和会宝塚第一病院 宝塚リハビリテーション病院,専攻科,3.0,preference,OK,
S00144,専攻科,医療法人社団 千春会,専攻科,1.0,preference,OK,
S00144,専攻科,医療法人 青松会 河西田村病院 介護老人保健施設パインドーム,専攻科,2.0,preference,OK,
S00144,専攻科,株式会社 アカカベ,専攻科,3.0,preference,OK,
S00151,専攻科,医療法人 晋真会ベリタス病院,専攻科,1.0,preference,OK,
S00151,専攻科,社会医療法人甲友会西宮協立脳神経外科病院西宮協立リハビリテーション病院,専攻科,2.0,preference,OK,
S00151,専攻科,株式会社 スギ薬局,専攻科,3.0,preference,OK,
S00165,専攻科,医療法人 寿山会(喜馬病院及び高齢者施設、鍼灸院、リハ特化型デイサービス等),専攻科,1.0,preference,OK,
S00165,専攻科,社会医療法人三車会貴志川リハビリテーション病院,専攻科,2.0,preference,OK,
S00165,専攻科,医療法人 育和会育和会記念病院,専攻科,3.0,preference,OK,
S00174,専攻科,医療法人 愛泉会愛泉会病院,専攻科,1.0,preference,OK,
S00174,専攻科,社会福祉法人恩賜財団 大阪府済生会茨木医療福祉センター,専攻科,2.0,preference,OK,
S00174,専攻科,社会医療法人 畿内会岡波総合病院,専攻科,3.0,preference,OK,
S00253,専攻科,一般社団法人 隆起会(整形外科クリニック),専攻科,1.0,preference,OK,
S00253,専攻科,一般社団法人 水口病院,専攻科,2.0,preference,OK,
S00253,専攻科,社会医療法人三車会貴志川リハビリテーション病院,専攻科,3.0,preference,OK,
S00266,専攻科,社会医療法人 岡本病院(財団)京都岡本記念病院・くみやま岡本病院,専攻科,1.0,preference,OK,
S00266,専攻科,医療法人 徳洲会 高砂西部病院,専攻科,2.0,preference,OK,
S00266,専攻科,美杉会グループ(佐藤病院・男山病院他),専攻科,3.0,preference,OK,
S00299,専攻科,社会医療法人 祥和会脳神経センター大田記念病院,専攻科,1.0,preference,OK,
S00299,専攻科,社会医療法人 三宝会南港病院,専攻科,2.0,preference,OK,
S00299,専攻科,医療法人 朗源会おおくま病院,専攻科,3.0,preference,OK,
S00378,専攻科,一般社団法人 隆起会(整形外科クリニック),専攻科,1.0,preference,OK,
S00378,専攻科,平成医療福祉グループ【医療部門】,専攻科,2.0,preference,OK,
S00378,専攻科,社会医療法人ペガサス馬場記念病院,専攻科,3.0,preference,OK,
S00392,専攻科,社会医療法人 弘道会守口生野記念病院・なにわ生野病院・萱島生野病院・寝屋川生野病院,専攻科,1.0,preference,OK,
S00392,専攻科,医療法人 愛泉会愛泉会病院,専攻科,2.0,preference,OK,
S00392,専攻科,平成医療福祉グループ【医療部門】,専攻科,3.0,preference,OK,
S00468,専攻科,医療法人一祐会寝屋川・藤本病院グループ,専攻科,1.0,preference,OK,
S00468,専攻科,社会医療法人ペガサス馬場記念病院,専攻科,2.0,preference,OK,
S00468,専攻科,医療法人社団 石鎚会京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,専攻科,3.0,preference,OK,
S00480,専攻科,社会医療法人 山弘会上山病院,専攻科,1.0,preference,OK,
S00480,専攻科,医療法人 愛泉会愛泉会病院,専攻科,2.0,preference,OK,
S00480,専攻科,医療法人春秋会城山病院,専攻科,3.0,preference,OK,
S00510,専攻科,医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,専攻科,1.0,preference,OK,
S00510,専攻科,社会医療法人ささき会藍の都脳神経外科病院,専攻科,2.0,preference,OK,
S00510,専攻科,医療法人 寿山会(喜馬病院及び高齢者施設、鍼灸院、リハ特化型デイサービス等),専攻科,3.0,preference,OK,
